NIFTY 50 - HISTORICAL P/E, P/B AND DIVIDEND YIELD
==================================================================
Source       : nifty-pe-ratio.com (nifty-public.json)
               mirrors NSE-published index valuation figures
Cross-check  : 26 dates overlap the NSE archive (archives.nseindia.com)
               max |P/E difference| = 0.000
Granularity  : weekly
Range        : 1999-01-06 .. 2026-09-07  (1445 points)
Generated    : 2026-09-08T17:38:14+05:30

!! LEVEL BREAK - READ BEFORE COMPARING ACROSS DATES
NSE switched Nifty P/E from STANDALONE to CONSOLIDATED earnings on
31-Mar-2021. Values either side of that date are not on the same
basis. A pre-2021 reading is not directly comparable to a later one.

CURRENT      : P/E 20.10   P/B 2.88   Div yield 1.19%
P/E RANGE    : min 11.00   p25 17.98   median 20.92   p75 23.08   max 41.81

DATE              P/E      P/B     DIV%        CLOSE
2022-03-02      21.35     4.18     1.27     16605.95
2022-03-09      21.01     4.12     1.28     16345.35
2022-03-16      21.82     4.28     1.22     16975.35
2022-03-23      22.17     4.35     1.19     17245.65
2022-03-30      22.50     4.41     1.17     17498.25
2022-04-06      23.37     4.55     1.12     17807.65
2022-04-13      22.92     4.46     1.13     17475.65
2022-04-20      22.33     4.38     1.15     17136.55
2022-04-27      21.96     4.35     1.16     17038.40
2022-05-04      21.31     4.26     1.19     16677.60
2022-05-11      20.32     4.13     1.22     16167.10
2022-05-18      20.09     4.15     1.31     16240.30
2022-05-25      19.74     4.09     1.38     16025.80
2022-06-01      20.45     4.22     1.44     16522.75
2022-06-07      20.31     4.20     1.43     16416.35
2022-06-15      19.42     4.01     1.45     15692.15
2022-06-22      19.07     3.94     1.46     15413.30
2022-06-29      19.55     4.04     1.38     15799.10
2022-07-06      19.76     4.08     1.41     15989.80
2022-07-13      19.72     3.85     1.39     15966.65
2022-07-20      20.33     3.98     1.36     16520.85
2022-07-27      20.19     4.00     1.38     16641.80
2022-08-03      20.85     4.18     1.30     17388.15
2022-08-10      21.11     4.21     1.34     17534.75
2022-08-17      21.42     4.20     1.33     17944.25
2022-08-24      21.02     4.11     1.42     17604.95
2022-08-30      21.20     4.12     1.41     17759.30
2022-09-07      21.04     4.09     1.41     17624.40
2022-09-14      21.49     4.18     1.34     18003.75
2022-09-21      21.15     4.11     1.29     17718.35
2022-09-28      20.13     3.91     1.36     16858.60
2022-10-04      20.86     4.06     1.31     17274.30
2022-10-12      20.67     4.02     1.32     17123.60
2022-10-19      21.02     4.12     1.31     17512.25
2022-10-25      21.00     4.15     1.28     17656.35
2022-11-02      21.82     4.25     1.25     18082.85
2022-11-09      21.66     4.27     1.26     18157.00
2022-11-16      21.91     4.32     1.30     18409.65
2022-11-22      21.93     4.28     1.32     18244.20
2022-11-30      22.54     4.40     1.28     18758.35
2022-12-07      22.31     4.36     1.27     18560.50
2022-12-13      22.36     4.37     1.27     18608.00
2022-12-21      21.87     4.27     1.29     18199.10
2022-12-28      21.78     4.25     1.27     18122.50
2023-01-04      21.71     4.23     1.27     18042.95
2023-01-11      21.52     4.20     1.28     17895.70
2023-01-18      21.67     4.26     1.36     18165.35
2023-01-25      21.19     4.19     1.37     17891.95
2023-02-01      20.68     4.13     1.40     17616.30
2023-02-08      21.10     4.19     1.42     17871.70
2023-02-15      21.31     4.22     1.41     18015.85
2023-02-22      20.69     4.11     1.40     17554.30
2023-03-01      20.56     4.09     1.43     17450.90
2023-03-08      20.92     4.16     1.40     17754.40
2023-03-15      20.00     3.97     1.47     16972.15
2023-03-22      20.21     4.02     1.45     17151.90
2023-03-29      20.13     4.00     1.46     17080.70
2023-04-05      20.67     4.10     1.43     17557.05
2023-04-12      20.97     3.76     1.39     17812.40
2023-04-19      20.60     4.12     1.42     17618.75
2023-04-26      20.59     4.17     1.40     17813.60
2023-05-03      21.33     4.23     1.38     18089.85
2023-05-10      21.88     4.29     1.36     18315.10
2023-05-17      21.47     4.26     1.49     18181.75
2023-05-24      21.24     4.28     1.49     18285.40
2023-05-31      21.59     4.33     1.36     18534.40
2023-06-07      21.81     4.38     1.43     18726.40
2023-06-14      21.84     4.38     1.43     18755.90
2023-06-20      21.91     4.40     1.40     18816.70
2023-06-28      22.08     4.43     1.43     18972.10
2023-07-05      22.60     4.55     1.38     19398.50
2023-07-12      22.58     4.54     1.38     19384.30
2023-07-19      24.09     4.85     1.27     19833.15
2023-07-26      23.97     4.83     1.27     19778.30
2023-08-02      22.72     4.73     1.33     19526.55
2023-08-09      22.81     4.75     1.37     19632.55
2023-08-16      22.52     4.68     1.39     19465.00
2023-08-23      22.19     4.56     1.37     19444.00
2023-08-29      22.07     4.42     1.38     19342.65
2023-09-06      22.37     4.43     1.36     19611.05
2023-09-13      22.67     4.46     1.34     20070.00
2023-09-20      22.48     4.41     1.35     19901.40
2023-09-27      22.27     4.36     1.36     19716.45
2023-10-04      21.98     3.41     1.38     19436.10
2023-10-11      22.41     3.48     1.36     19811.35
2023-10-18      21.87     3.45     1.36     19671.10
2023-10-25      20.92     3.36     1.48     19122.15
2023-11-01      20.40     3.33     1.41     18989.15
2023-11-08      20.97     3.41     1.42     19443.50
2023-11-15      21.05     3.45     1.33     19675.45
2023-11-22      21.17     3.47     1.38     19811.85
2023-11-29      21.48     3.52     1.36     20096.60
2023-12-06      22.38     3.67     1.30     20937.70
2023-12-13      22.36     3.67     1.32     20926.35
2023-12-20      22.60     3.71     1.31     21150.15
2023-12-27      23.14     3.80     1.28     21654.75
2024-01-03      22.94     3.77     1.29     21517.35
2024-01-10      23.05     3.79     1.29     21618.70
2024-01-17      23.03     3.78     1.21     21571.95
2024-01-24      22.39     3.76     1.25     21453.95
2024-01-31      22.46     3.81     1.23     21725.70
2024-02-07      22.66     3.84     1.21     21930.50
2024-02-14      22.59     3.83     1.24     21840.05
2024-02-20      22.92     3.89     1.21     22196.95
2024-02-28      22.66     3.84     1.22     21951.15
2024-03-06      23.20     3.94     1.19     22474.05
2024-03-13      22.71     3.85     1.22     21997.70
2024-03-20      22.55     3.83     1.23     21839.10
2024-03-27      22.84     3.87     1.21     22123.65
2024-04-03      22.99     3.93     1.20     22434.65
2024-04-10      23.32     3.99     1.18     22753.80
2024-04-16      22.68     3.88     1.20     22147.90
2024-04-24      22.58     3.93     1.19     22402.40
2024-04-30      22.00     3.96     1.16     22604.85
2024-05-07      21.61     3.91     1.19     22302.50
2024-05-15      21.17     3.89     1.35     22200.55
2024-05-22      21.55     3.96     1.29     22597.80
2024-05-29      21.57     3.98     1.29     22704.70
2024-06-05      21.51     3.97     1.26     22620.35
2024-06-12      22.18     4.09     1.24     23322.95
2024-06-19      22.36     4.08     1.22     23516.00
2024-06-26      22.69     4.10     1.24     23868.80
2024-07-03      23.11     4.18     1.22     24286.50
2024-07-10      23.15     4.19     1.23     24324.45
2024-07-16      23.39     4.17     1.21     24613.00
2024-07-24      23.05     4.11     1.22     24413.50
2024-07-31      23.40     4.21     1.19     24951.15
2024-08-07      22.61     4.09     1.25     24297.50
2024-08-14      22.47     4.07     1.24     24143.75
2024-08-21      23.01     4.17     1.22     24770.20
2024-08-28      23.28     4.22     1.22     25052.35
2024-09-04      23.43     4.26     1.21     25198.70
2024-09-11      23.17     4.11     1.22     24918.45
2024-09-18      23.60     4.04     1.20     25377.55
2024-09-25      24.18     3.84     1.17     26004.15
2024-10-01      24.25     3.86     1.16     25796.90
2024-10-09      23.48     3.74     1.20     24981.95
2024-10-16      23.47     3.74     1.20     24971.30
2024-10-23      22.81     3.66     1.23     24435.50
2024-10-30      22.90     3.65     1.25     24340.85
2024-11-06      22.80     3.67     1.27     24484.05
2024-11-13      21.68     3.53     1.33     23559.05
2024-11-19      21.65     3.52     1.36     23518.50
2024-11-27      22.34     3.63     1.26     24274.90
2024-12-04      22.52     3.65     1.25     24467.45
2024-12-11      22.68     3.67     1.24     24641.80
2024-12-18      22.27     3.61     1.25     24198.85
2024-12-24      21.84     3.54     1.27     23727.65
2025-01-01      21.88     3.54     1.27     23742.90
2025-01-08      21.83     3.53     1.27     23688.95
2025-01-15      21.37     3.46     1.30     23213.20
2025-01-22      21.19     3.45     1.35     23155.35
2025-01-29      21.06     3.45     1.38     23163.10
2025-02-05      21.52     3.53     1.37     23696.30
2025-02-12      20.52     3.43     1.45     23045.25
2025-02-19      20.38     3.41     1.42     22932.90
2025-02-25      20.04     3.36     1.42     22547.55
2025-03-05      19.86     3.33     1.44     22337.30
2025-03-12      19.97     3.34     1.43     22470.50
2025-03-19      20.36     3.41     1.41     22907.60
2025-03-26      20.88     3.50     1.37     23486.85
2025-04-02      21.20     3.45     1.33     23332.35
2025-04-09      20.36     3.31     1.38     22399.15
2025-04-16      21.30     3.47     1.32     23437.20
2025-04-23      21.99     3.60     1.27     24328.95
2025-04-30      21.94     3.60     1.29     24334.20
2025-05-07      21.99     3.61     1.27     24414.40
2025-05-14      22.14     3.65     1.13     24666.90
2025-05-21      22.19     3.67     1.15     24813.45
2025-05-28      22.32     3.66     1.16     24752.45
2025-06-04      22.14     3.60     1.18     24620.20
2025-06-11      22.60     3.66     1.17     25141.40
2025-06-18      22.30     3.61     1.16     24812.05
2025-06-25      22.69     3.67     1.11     25244.75
2025-07-02      22.91     3.69     1.24     25453.40
2025-07-09      22.93     3.66     1.27     25476.10
2025-07-15      22.67     3.58     1.29     25195.80
2025-07-23      22.29     3.48     1.30     25219.90
2025-07-30      22.05     3.41     1.37     24855.05
2025-08-06      21.75     3.35     1.40     24574.20
2025-08-13      21.68     3.27     1.37     24619.35
2025-08-20      22.00     3.37     1.33     25050.55
2025-08-26      21.71     3.31     1.35     24712.05
2025-09-03      21.71     3.31     1.35     24715.05
2025-09-10      21.94     3.33     1.36     24973.10
2025-09-17      22.25     3.38     1.34     25330.25
2025-09-24      22.01     3.34     1.35     25056.90
2025-10-01      21.96     3.40     1.34     24836.30
2025-10-08      22.15     3.43     1.33     25046.15
2025-10-15      22.39     3.46     1.32     25323.55
2025-10-21      22.74     3.54     1.30     25868.60
2025-10-29      22.92     3.56     1.29     26053.90
2025-11-04      22.51     3.50     1.31     25597.65
2025-11-12      22.52     3.54     1.29     25875.80
2025-11-19      22.45     3.54     1.29     26052.65
2025-11-26      22.82     3.56     1.28     26205.30
2025-12-03      22.62     3.53     1.29     25986.00
2025-12-10      22.43     3.50     1.30     25758.00
2025-12-17      22.48     3.51     1.30     25818.55
2025-12-24      22.76     3.55     1.28     26142.10
2025-12-31      22.75     3.55     1.28     26129.60
2026-01-07      22.76     3.55     1.28     26140.75
2026-01-14      22.38     3.49     1.31     25665.60
2026-01-21      21.85     3.42     1.31     25157.50
2026-01-28      22.07     3.45     1.30     25342.75
2026-02-04      22.38     3.50     1.26     25776.00
2026-02-11      22.74     3.53     1.24     25953.85
2026-02-18      22.60     3.51     1.21     25819.35
2026-02-25      22.30     3.46     1.22     25482.50
2026-03-04      21.42     3.33     1.27     24480.50
2026-03-11      20.88     3.24     1.31     23866.85
2026-03-18      20.81     3.23     1.31     23777.80
2026-03-25      20.39     3.17     1.34     23306.45
2026-04-01      19.93     3.10     1.37     22679.40
2026-04-08      21.09     3.28     1.30     23997.35
2026-04-15      21.27     3.31     1.28     24231.30
2026-04-22      21.28     3.33     1.27     24378.10
2026-04-29      21.02     3.30     1.29     24177.65
2026-05-06      21.21     3.33     1.28     24330.95
2026-05-13      20.33     3.21     1.33     23412.60
2026-05-20      20.41     3.24     1.32     23659.00
2026-05-27      20.58     3.26     1.38     23907.15
2026-06-03      20.20     3.14     1.23     23405.60
2026-06-09      20.06     3.07     1.22     23242.10
2026-06-17      20.77     3.17     1.20     24085.70
2026-06-24      20.72     3.17     1.37     24021.65
2026-07-01      20.70     3.13     1.23     24005.85
2026-07-08      20.59     3.11     1.23     23882.05
2026-07-15      20.75     3.10     1.25     24078.50
2026-07-22      20.48     2.99     1.20     23996.25
2026-07-29      20.69     2.98     1.20     24250.20
2026-08-05      20.91     3.02     1.26     24624.65
2026-08-12      20.62     2.99     1.20     24435.95
2026-08-19      20.36     2.92     1.18     24078.30
2026-08-26      20.46     2.93     1.16     24207.75
2026-09-02      20.22     2.89     1.19     23914.45
2026-09-07      20.10     2.88     1.19     23779.15
